productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extAttack3
84626,Dark Magneton,Dark Magneton,https://tcgplayer-cdn.tcgplayer.com/product/84626_200w.jpg,3,1428,https://cpt.tcgcsv.com/xSH,2024-04-11T17:52:43.527,1,39/109,Uncommon,Darkness Lightning,70,Stage 1,,"[1L] Magnetic Lines (20) 
<br>If your opponent has at least 2 Pokemon in play, move a basic Energy card from the Defending Pokemon to another of your opponent's Pokemon.",F,None,1,16.2,17.54,25.73,19.3,,Reverse Holofoil,"[2L] Poison Pulse (40) 
<br>The Defending Pokemon is now Poisoned.",
84627,Dark Marowak,Dark Marowak,https://tcgplayer-cdn.tcgplayer.com/product/84627_200w.jpg,3,1428,https://cpt.tcgcsv.com/zSH,2024-07-24T18:29:26.027,1,7/109,Holo Rare,Darkness Fighting,70,Stage 1,,"[2] Brick Smash (30) 
<br>This attack's damage isn't affected by Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.",G,None,1,21.53,25.0,59.83,63.31,,Holofoil,"[1FF] Hard Bone (70) 
<br>Discard a Basic Pokemon or Evolution card from your hand or this attack does nothing.",
84627,Dark Marowak,Dark Marowak,https://tcgplayer-cdn.tcgplayer.com/product/84627_200w.jpg,3,1428,https://cpt.tcgcsv.com/zSH,2024-07-24T18:29:26.027,1,7/109,Holo Rare,Darkness Fighting,70,Stage 1,,"[2] Brick Smash (30) 
<br>This attack's damage isn't affected by Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.",G,None,1,64.99,76.33,85.7,75.95,85.7,Reverse Holofoil,"[1FF] Hard Bone (70) 
<br>Discard a Basic Pokemon or Evolution card from your hand or this attack does nothing.",
84628,Dark Metal Energy,Dark Metal Energy,https://tcgplayer-cdn.tcgplayer.com/product/84628_200w.jpg,3,1428,https://cpt.tcgcsv.com/BSH,2024-04-11T17:52:44.34,1,94/109,Uncommon,Special Energy,,,"Attach Dark Metal Energy to 1 of your Pokemon.  While in play, Dark Metal Energy provides Darkness Energy and Metal Energy, but provides only 1 Energy at a time.  <em>(Doesn't count as a basic Energy card when not in play and has no effect other than providing Energy.)</em>",,,,,2.25,3.99,9.99,4.05,,Normal,,
84628,Dark Metal Energy,Dark Metal Energy,https://tcgplayer-cdn.tcgplayer.com/product/84628_200w.jpg,3,1428,https://cpt.tcgcsv.com/BSH,2024-04-11T17:52:44.34,1,94/109,Uncommon,Special Energy,,,"Attach Dark Metal Energy to 1 of your Pokemon.  While in play, Dark Metal Energy provides Darkness Energy and Metal Energy, but provides only 1 Energy at a time.  <em>(Doesn't count as a basic Energy card when not in play and has no effect other than providing Energy.)</em>",,,,,15.83,19.0,49.75,18.66,,Reverse Holofoil,,
84631,Dark Muk,Dark Muk,https://tcgplayer-cdn.tcgplayer.com/product/84631_200w.jpg,3,1428,https://cpt.tcgcsv.com/FSH,2024-04-11T17:52:44.49,1,16/109,Rare,Darkness Grass,70,Stage 1,"<b>Poke-BODY</b> Sticky Goo<br>
<br>As long as Dark Muk is your Active Pokemon, your opponent pays 2 more to retreat his or her Active Pokemon.","[2] Slimy Water (10x) 
<br>Does 10 damage times the number of Energy in the Defending Pokemon's Retreat Cost (after applying effects to the Retreat Cost).",P,None,1,4.0,5.94,8.75,5.54,,Normal,"[1G] Acidic Poison (10) 
<br>The Defending Pokemon is now Burned and Poisoned.",
84631,Dark Muk,Dark Muk,https://tcgplayer-cdn.tcgplayer.com/product/84631_200w.jpg,3,1428,https://cpt.tcgcsv.com/FSH,2024-04-11T17:52:44.49,1,16/109,Rare,Darkness Grass,70,Stage 1,"<b>Poke-BODY</b> Sticky Goo<br>
<br>As long as Dark Muk is your Active Pokemon, your opponent pays 2 more to retreat his or her Active Pokemon.","[2] Slimy Water (10x) 
<br>Does 10 damage times the number of Energy in the Defending Pokemon's Retreat Cost (after applying effects to the Retreat Cost).",P,None,1,44.0,50.0,57.5,32.3,,Reverse Holofoil,"[1G] Acidic Poison (10) 
<br>The Defending Pokemon is now Burned and Poisoned.",
84633,Dark Octillery,Dark Octillery,https://tcgplayer-cdn.tcgplayer.com/product/84633_200w.jpg,3,1428,https://cpt.tcgcsv.com/HSH,2024-04-11T17:52:44.823,1,8/109,Holo Rare,Darkness Water,70,Stage 1,,"[W] Black Suction Cups
<br>Does 10 damage to each Defending Pokemon.  If heads, each Defending Pokemon is now Paralyzed.",L,None,1,19.99,22.69,24.99,19.12,,Normal,"[2] Ink Blast (30+) 
<br>Does 30 damage plus 10 more damage for each Energy attached to Dark Octillery but not used to pay for this attack's Energy cost.  You can't add more than 20 damage in this way.",
84633,Dark Octillery,Dark Octillery,https://tcgplayer-cdn.tcgplayer.com/product/84633_200w.jpg,3,1428,https://cpt.tcgcsv.com/HSH,2024-04-11T17:52:44.823,1,8/109,Holo Rare,Darkness Water,70,Stage 1,,"[W] Black Suction Cups
<br>Does 10 damage to each Defending Pokemon.  If heads, each Defending Pokemon is now Paralyzed.",L,None,1,15.99,23.07,29.99,18.25,,Holofoil,"[2] Ink Blast (30+) 
<br>Does 30 damage plus 10 more damage for each Energy attached to Dark Octillery but not used to pay for this attack's Energy cost.  You can't add more than 20 damage in this way.",
84633,Dark Octillery,Dark Octillery,https://tcgplayer-cdn.tcgplayer.com/product/84633_200w.jpg,3,1428,https://cpt.tcgcsv.com/HSH,2024-04-11T17:52:44.823,1,8/109,Holo Rare,Darkness Water,70,Stage 1,,"[W] Black Suction Cups
<br>Does 10 damage to each Defending Pokemon.  If heads, each Defending Pokemon is now Paralyzed.",L,None,1,35.0,38.94,50.0,34.0,,Reverse Holofoil,"[2] Ink Blast (30+) 
<br>Does 30 damage plus 10 more damage for each Energy attached to Dark Octillery but not used to pay for this attack's Energy cost.  You can't add more than 20 damage in this way.",
84643,Dark Pupitar - 040/109,Dark Pupitar 040 109,https://tcgplayer-cdn.tcgplayer.com/product/84643_200w.jpg,3,1428,https://cpt.tcgcsv.com/TSH,2024-04-11T17:52:44.95,1,40/109,Uncommon,Darkness Fighting,70,Stage 1,,"[1] Explosive Evolution 
<br>Flip a coin.  If heads, this attack does 10 damage to each of your opponent's Pokemon.  <i>(Don't apply Weakness and Resistance.) </i> Then, search your deck for a card that evolves from Dark Pupitar and put it on Dark Pupitar.  <i>(This counts as evolving Dark Pupitar.)</i>  Shuffle your deck afterward.",G,None,1,0.5,1.73,9.99,1.77,,Normal,,
84643,Dark Pupitar - 040/109,Dark Pupitar 040 109,https://tcgplayer-cdn.tcgplayer.com/product/84643_200w.jpg,3,1428,https://cpt.tcgcsv.com/TSH,2024-04-11T17:52:44.95,1,40/109,Uncommon,Darkness Fighting,70,Stage 1,,"[1] Explosive Evolution 
<br>Flip a coin.  If heads, this attack does 10 damage to each of your opponent's Pokemon.  <i>(Don't apply Weakness and Resistance.) </i> Then, search your deck for a card that evolves from Dark Pupitar and put it on Dark Pupitar.  <i>(This counts as evolving Dark Pupitar.)</i>  Shuffle your deck afterward.",G,None,1,35.0,38.75,125.0,25.15,,Reverse Holofoil,,
84644,Dark Pupitar - 041/109,Dark Pupitar 041 109,https://tcgplayer-cdn.tcgplayer.com/product/84644_200w.jpg,3,1428,https://cpt.tcgcsv.com/VSH,2024-04-11T17:52:45.057,1,41/109,Uncommon,Darkness Fighting,80,Stage 1,,"[2] Dark Streak (20) 
<br>Flip a coin.  If heads, each Defending Pokemon is now Paralyzed.",G,None,2,4.5,12.92,19.99,8.37,,Normal,"[2F] Rock Tumble (40) 
<br>This attack's damage is not affected by Resistance.",
84644,Dark Pupitar - 041/109,Dark Pupitar 041 109,https://tcgplayer-cdn.tcgplayer.com/product/84644_200w.jpg,3,1428,https://cpt.tcgcsv.com/VSH,2024-04-11T17:52:45.057,1,41/109,Uncommon,Darkness Fighting,80,Stage 1,,"[2] Dark Streak (20) 
<br>Flip a coin.  If heads, each Defending Pokemon is now Paralyzed.",G,None,2,18.99,40.0,49.99,36.5,39.99,Reverse Holofoil,"[2F] Rock Tumble (40) 
<br>This attack's damage is not affected by Resistance.",
84650,Dark Raticate,Dark Raticate,https://tcgplayer-cdn.tcgplayer.com/product/84650_200w.jpg,3,1428,https://cpt.tcgcsv.com/0TH,2024-04-11T17:52:45.167,1,17/109,Rare,Darkness,70,Stage 1,,"[D] Dark Seed
<br>The Defending Pokemon can't retreat during your opponent's next turn.  Put 5 damage counters on the Defending Pokemon at the end of your opponent's next turn.",F,None,0,2.16,3.33,5.95,3.6,,Normal,"[2] Spread Poison (10) 
<br>The Defending Pokemon is now Poisoned.  This attack does 20 damage to 1 of your opponent's Benched Pokemon. <i> (Don't apply Weakness and Resistance for Benched Pokemon.)</i>",
84650,Dark Raticate,Dark Raticate,https://tcgplayer-cdn.tcgplayer.com/product/84650_200w.jpg,3,1428,https://cpt.tcgcsv.com/0TH,2024-04-11T17:52:45.167,1,17/109,Rare,Darkness,70,Stage 1,,"[D] Dark Seed
<br>The Defending Pokemon can't retreat during your opponent's next turn.  Put 5 damage counters on the Defending Pokemon at the end of your opponent's next turn.",F,None,0,22.73,38.58,41.21,41.95,,Reverse Holofoil,"[2] Spread Poison (10) 
<br>The Defending Pokemon is now Poisoned.  This attack does 20 damage to 1 of your opponent's Benched Pokemon. <i> (Don't apply Weakness and Resistance for Benched Pokemon.)</i>",
84651,Dark Sandslash,Dark Sandslash,https://tcgplayer-cdn.tcgplayer.com/product/84651_200w.jpg,3,1428,https://cpt.tcgcsv.com/2TH,2024-04-11T17:52:45.27,1,18/109,Rare,Darkness Fighting,70,Stage 1,"<b>Poke-BODY</b> Poison Payback <br>
<br>If Dark Sandslash is your Active Pokemon and is damaged by an opponent's attack <em>(even if Dark Sandslash is Knocked Out)</em>, the Attacking Pokemon is now Poisoned.","[3] Swift (50) 
<br>This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.",G,None,0,8.94,12.0,27.99,8.31,,Normal,,
84651,Dark Sandslash,Dark Sandslash,https://tcgplayer-cdn.tcgplayer.com/product/84651_200w.jpg,3,1428,https://cpt.tcgcsv.com/2TH,2024-04-11T17:52:45.27,1,18/109,Rare,Darkness Fighting,70,Stage 1,"<b>Poke-BODY</b> Poison Payback <br>
<br>If Dark Sandslash is your Active Pokemon and is damaged by an opponent's attack <em>(even if Dark Sandslash is Knocked Out)</em>, the Attacking Pokemon is now Poisoned.","[3] Swift (50) 
<br>This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.",G,None,0,44.44,57.22,69.99,69.69,69.99,Reverse Holofoil,,
84657,Dark Slowking,Dark Slowking,https://tcgplayer-cdn.tcgplayer.com/product/84657_200w.jpg,3,1428,https://cpt.tcgcsv.com/9TH,2024-04-11T17:52:45.637,1,9/109,Holo Rare,Darkness Psychic,80,Stage 1,"<b>Poke-POWER</b> Cunning <br>
<br>Once during your turn <em>(before your attack)</em>, you may look at the top card of your opponent's deck.  Then, you may shuffle his or her deck.  This power can't be used if Dark Slowking is affected by a Special Condition.","[1P] Litter (20+) 
<br>You may discard a combination of up to 2 Pokemon Tool cards and Rocket's Secret Machine cards from your hand.  If you do, this attack does 20 damage plus 30 more damage for each card you discarded.",G,None,1,50.48,65.74,81.0,59.98,,Holofoil,,
84657,Dark Slowking,Dark Slowking,https://tcgplayer-cdn.tcgplayer.com/product/84657_200w.jpg,3,1428,https://cpt.tcgcsv.com/9TH,2024-04-11T17:52:45.637,1,9/109,Holo Rare,Darkness Psychic,80,Stage 1,"<b>Poke-POWER</b> Cunning <br>
<br>Once during your turn <em>(before your attack)</em>, you may look at the top card of your opponent's deck.  Then, you may shuffle his or her deck.  This power can't be used if Dark Slowking is affected by a Special Condition.","[1P] Litter (20+) 
<br>You may discard a combination of up to 2 Pokemon Tool cards and Rocket's Secret Machine cards from your hand.  If you do, this attack does 20 damage plus 30 more damage for each card you discarded.",G,None,1,56.25,79.56,81.32,80.0,,Reverse Holofoil,,
84658,Dark Steelix,Dark Steelix,https://tcgplayer-cdn.tcgplayer.com/product/84658_200w.jpg,3,1428,https://cpt.tcgcsv.com/bTH,2024-04-11T17:52:46.09,1,10/109,Holo Rare,Darkness Metal,110,Stage 1,,"[2] Energy Link (20) 
<br>Search your discard pile for an Energy card and attach it to Dark Steelix.",R,G,4,49.99,68.99,99.99,46.79,,Holofoil,[3F] Heavy Impact (60),
84658,Dark Steelix,Dark Steelix,https://tcgplayer-cdn.tcgplayer.com/product/84658_200w.jpg,3,1428,https://cpt.tcgcsv.com/bTH,2024-04-11T17:52:46.09,1,10/109,Holo Rare,Darkness Metal,110,Stage 1,,"[2] Energy Link (20) 
<br>Search your discard pile for an Energy card and attach it to Dark Steelix.",R,G,4,49.99,72.99,120.0,49.24,,Reverse Holofoil,[3F] Heavy Impact (60),
84661,Dark Tyranitar - 019/109,Dark Tyranitar 019 109,https://tcgplayer-cdn.tcgplayer.com/product/84661_200w.jpg,3,1428,https://cpt.tcgcsv.com/fTH,2024-04-11T17:52:46.313,1,19/109,Rare,Darkness,120,Stage 2,,"[1] Grind (10+) 
<br>Does 10 damage plus 10 more damage for each Energy attached to Dark Tyranitar.",F,P,2,30.0,49.99,66.13,25.56,,Normal,"[2D] Spinning Tail
<br>Does 20 damage to each of your opponent's Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[3DD] Bite Off (70+) 
<br>If the Defending Pokemon is Pokemon-ex, this attack does 70 damage plus 50 more damage."
84661,Dark Tyranitar - 019/109,Dark Tyranitar 019 109,https://tcgplayer-cdn.tcgplayer.com/product/84661_200w.jpg,3,1428,https://cpt.tcgcsv.com/fTH,2024-04-11T17:52:46.313,1,19/109,Rare,Darkness,120,Stage 2,,"[1] Grind (10+) 
<br>Does 10 damage plus 10 more damage for each Energy attached to Dark Tyranitar.",F,P,2,184.91,219.5,275.0,189.99,,Reverse Holofoil,"[2D] Spinning Tail
<br>Does 20 damage to each of your opponent's Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[3DD] Bite Off (70+) 
<br>If the Defending Pokemon is Pokemon-ex, this attack does 70 damage plus 50 more damage."
84662,Dark Tyranitar - 020/109,Dark Tyranitar 020 109,https://tcgplayer-cdn.tcgplayer.com/product/84662_200w.jpg,3,1428,https://cpt.tcgcsv.com/gTH,2024-04-11T17:52:46.487,1,20/109,Rare,Darkness Fighting,120,Stage 2,"<b>Poke-BODY</b> Sand Damage <br>
<br>As long as Dark Tyranitar is your Active Pokemon, put 1 damage counter on each of your opponent's Benched Basic Pokemon between turns.  You can't use more than 1 Sand Damage Poke-Body between turns.","[2F] Second Strike (50+) 
<br>If the Defending Pokemon already has at least 2 damage counters on it, this attack does 50 damage plus 20 more damage.",G,None,3,10.99,16.79,29.99,14.57,,Normal,,
84662,Dark Tyranitar - 020/109,Dark Tyranitar 020 109,https://tcgplayer-cdn.tcgplayer.com/product/84662_200w.jpg,3,1428,https://cpt.tcgcsv.com/gTH,2024-04-11T17:52:46.487,1,20/109,Rare,Darkness Fighting,120,Stage 2,"<b>Poke-BODY</b> Sand Damage <br>
<br>As long as Dark Tyranitar is your Active Pokemon, put 1 damage counter on each of your opponent's Benched Basic Pokemon between turns.  You can't use more than 1 Sand Damage Poke-Body between turns.","[2F] Second Strike (50+) 
<br>If the Defending Pokemon already has at least 2 damage counters on it, this attack does 50 damage plus 20 more damage.",G,None,3,60.9,61.45,62.88,199.99,,Reverse Holofoil,,
84673,Dark Weezing,Dark Weezing,https://tcgplayer-cdn.tcgplayer.com/product/84673_200w.jpg,3,1428,https://cpt.tcgcsv.com/tTH,2024-04-11T17:52:46.6,1,42/109,Uncommon,Darkness Grass,80,Stage 1,"<b>Poke-BODY</b> Methane Leak <br>
<br>As long as Dark Weezing is your Active Pokemon, put 1 damage counter on each Pokemon that remains Poisoned between turns.","[1] Smog  
<br>The Defending Pokemon is now Poisoned.",P,None,2,1.5,2.33,9.99,2.14,,Normal,"[2G] Darkness Charge (50) 
<br>Put 2 damage counters on Dark Weezing.",
84673,Dark Weezing,Dark Weezing,https://tcgplayer-cdn.tcgplayer.com/product/84673_200w.jpg,3,1428,https://cpt.tcgcsv.com/tTH,2024-04-11T17:52:46.6,1,42/109,Uncommon,Darkness Grass,80,Stage 1,"<b>Poke-BODY</b> Methane Leak <br>
<br>As long as Dark Weezing is your Active Pokemon, put 1 damage counter on each Pokemon that remains Poisoned between turns.","[1] Smog  
<br>The Defending Pokemon is now Poisoned.",P,None,2,33.3,56.4,72.0,49.99,,Reverse Holofoil,"[2G] Darkness Charge (50) 
<br>Put 2 damage counters on Dark Weezing.",
84747,Delibird,Delibird,https://tcgplayer-cdn.tcgplayer.com/product/84747_200w.jpg,3,1428,https://cpt.tcgcsv.com/ZVH,2024-04-11T17:52:46.717,1,21/109,Rare,Water,70,Basic,"<b>Poke-POWER</b> Gift Exchange  <br>
<br>Once during your turn <em>(before your attack)</em>, if Delibird is your Active Pokemon, you may shuffle 1 card from your hand into your deck.  Then, draw a card.  This power can't be used if Delibird is affected by a Special Condition.","[2] Souvenir 
<br>Flip 3 coins.  If 1 of them is heads, put 4 damage counters on the Defending Pokemon.  If 2 of them are heads, remove 1 damage counter from the Defending Pokemon.  If all of them are heads, put 10 damage counters on the Defending Pokemon.  If all of them are tails, remove all damage counters from the Defending Pokemon.",M,None,1,6.94,8.0,8.75,6.94,,Normal,,
84747,Delibird,Delibird,https://tcgplayer-cdn.tcgplayer.com/product/84747_200w.jpg,3,1428,https://cpt.tcgcsv.com/ZVH,2024-04-11T17:52:46.717,1,21/109,Rare,Water,70,Basic,"<b>Poke-POWER</b> Gift Exchange  <br>
<br>Once during your turn <em>(before your attack)</em>, if Delibird is your Active Pokemon, you may shuffle 1 card from your hand into your deck.  Then, draw a card.  This power can't be used if Delibird is affected by a Special Condition.","[2] Souvenir 
<br>Flip 3 coins.  If 1 of them is heads, put 4 damage counters on the Defending Pokemon.  If 2 of them are heads, remove 1 damage counter from the Defending Pokemon.  If all of them are heads, put 10 damage counters on the Defending Pokemon.  If all of them are tails, remove all damage counters from the Defending Pokemon.",M,None,1,40.82,81.82,149.0,74.29,,Reverse Holofoil,,
84933,Dratini - 052/109,Dratini 052 109,https://tcgplayer-cdn.tcgplayer.com/product/84933_200w.jpg,3,1428,https://cpt.tcgcsv.com/H-H,2024-04-11T17:52:46.843,1,52/109,Common,Colorless,40,Basic,,[1] Pound (10),None,None,1,0.4,0.99,4.75,0.99,,Normal,,
84933,Dratini - 052/109,Dratini 052 109,https://tcgplayer-cdn.tcgplayer.com/product/84933_200w.jpg,3,1428,https://cpt.tcgcsv.com/H-H,2024-04-11T17:52:46.843,1,52/109,Common,Colorless,40,Basic,,[1] Pound (10),None,None,1,49.99,84.51,99.99,32.95,,Reverse Holofoil,,
84934,Dratini - 053/109,Dratini 053 109,https://tcgplayer-cdn.tcgplayer.com/product/84934_200w.jpg,3,1428,https://cpt.tcgcsv.com/J-H,2024-04-11T17:52:46.92,1,53/109,Common,Colorless,50,Basic,,"[1] Dragon Song  
<br>Each Defending Pokemon is now Asleep.",C,FG,1,5.3,7.75,9.0,4.15,,Normal,"[LW] Tail Strike (20+) 
<br>Flip a coin.  If heads, this attack does 20 damage plus 10 more damage.",
84934,Dratini - 053/109,Dratini 053 109,https://tcgplayer-cdn.tcgplayer.com/product/84934_200w.jpg,3,1428,https://cpt.tcgcsv.com/J-H,2024-04-11T17:52:46.92,1,53/109,Common,Colorless,50,Basic,,"[1] Dragon Song  
<br>Each Defending Pokemon is now Asleep.",C,FG,1,20.0,29.93,39.86,46.02,,Reverse Holofoil,"[LW] Tail Strike (20+) 
<br>Flip a coin.  If heads, this attack does 20 damage plus 10 more damage.",
84974,Drowzee,Drowzee,https://tcgplayer-cdn.tcgplayer.com/product/84974_200w.jpg,3,1428,https://cpt.tcgcsv.com/v_H,2024-04-11T17:52:47.043,1,54/109,Common,Psychic,50,Basic,"<b>Poke-BODY</b> Insomnia  <br>
<br>Drowzee can't be asleep.","[1] Soothing Wave (10) 
<br>Flip a coin.  If heads, each Defending Pokemon is now Asleep.",P,None,1,0.25,0.55,4.56,0.62,,Normal,,
84974,Drowzee,Drowzee,https://tcgplayer-cdn.tcgplayer.com/product/84974_200w.jpg,3,1428,https://cpt.tcgcsv.com/v_H,2024-04-11T17:52:47.043,1,54/109,Common,Psychic,50,Basic,"<b>Poke-BODY</b> Insomnia  <br>
<br>Drowzee can't be asleep.","[1] Soothing Wave (10) 
<br>Flip a coin.  If heads, each Defending Pokemon is now Asleep.",P,None,1,12.95,32.15,41.09,12.35,12.95,Reverse Holofoil,,
85102,Ekans,Ekans,https://tcgplayer-cdn.tcgplayer.com/product/85102_200w.jpg,3,1428,https://cpt.tcgcsv.com/33J,2024-04-11T17:52:47.157,1,55/109,Common,Grass,60,Basic,,"[1] Tail Wrap 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",P,None,1,0.11,0.45,1.99,0.47,,Normal,,
85102,Ekans,Ekans,https://tcgplayer-cdn.tcgplayer.com/product/85102_200w.jpg,3,1428,https://cpt.tcgcsv.com/33J,2024-04-11T17:52:47.157,1,55/109,Common,Grass,60,Basic,,"[1] Tail Wrap 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",P,None,1,12.56,38.75,54.21,15.82,,Reverse Holofoil,,
85591,Furret,Furret,https://tcgplayer-cdn.tcgplayer.com/product/85591_200w.jpg,3,1428,https://cpt.tcgcsv.com/RfJ,2024-04-11T17:52:47.267,1,22/109,Rare,Colorless,80,Stage 1,,"[1] Quick Change 
<br>Choose up to 3 cards in your hand and put them on top of your deck.  Then, search your deck for that many cards and put them into your hand.  Shuffle your deck afterward.",F,None,1,14.1,16.9,149.99,14.1,,Normal,"[2] Quick Tail Smash (30) 
<br>Before doing damage, you may flip a coin.  If heads, this attack does 80 damage instead.  If tails, this attack does nothing.",
85591,Furret,Furret,https://tcgplayer-cdn.tcgplayer.com/product/85591_200w.jpg,3,1428,https://cpt.tcgcsv.com/RfJ,2024-04-11T17:52:47.267,1,22/109,Rare,Colorless,80,Stage 1,,"[1] Quick Change 
<br>Choose up to 3 cards in your hand and put them on top of your deck.  Then, search your deck for that many cards and put them into your hand.  Shuffle your deck afterward.",F,None,1,39.99,44.99,46.32,36.35,,Reverse Holofoil,"[2] Quick Tail Smash (30) 
<br>Before doing damage, you may flip a coin.  If heads, this attack does 80 damage instead.  If tails, this attack does nothing.",
85909,Grimer,Grimer,https://tcgplayer-cdn.tcgplayer.com/product/85909_200w.jpg,3,1428,https://cpt.tcgcsv.com/cnJ,2024-04-11T17:52:47.367,1,56/109,Common,Grass,50,Basic,,"[1] Taunt 
<br>Choose 1 of your opponent's Benched Pokemon and switch it with 1 of the Defending Pokemon.  Your opponent chooses the Defending Pokemon to switch.",P,None,1,0.43,0.89,1.99,0.94,,Normal,"[2] Spit Poison (10) 
<br>The Defending Pokemon is now Poisoned.",
85909,Grimer,Grimer,https://tcgplayer-cdn.tcgplayer.com/product/85909_200w.jpg,3,1428,https://cpt.tcgcsv.com/cnJ,2024-04-11T17:52:47.367,1,56/109,Common,Grass,50,Basic,,"[1] Taunt 
<br>Choose 1 of your opponent's Benched Pokemon and switch it with 1 of the Defending Pokemon.  Your opponent chooses the Defending Pokemon to switch.",P,None,1,9.6,21.62,39.99,17.17,,Reverse Holofoil,"[2] Spit Poison (10) 
<br>The Defending Pokemon is now Poisoned.",
86063,Heracross,Heracross,https://tcgplayer-cdn.tcgplayer.com/product/86063_200w.jpg,3,1428,https://cpt.tcgcsv.com/hrJ,2024-12-19T15:22:29.99,1,43/109,Uncommon,Fighting,70,Basic,"<b>Poke-BODY</b> Crust  
<br>
<br>Any damage done to Heracross by attacks from your opponent's Basic Pokemon is reduced by 20 <em>(after applying Weakness and Resistance)</em>.","[1F] Get Even (20+) 
<br>If you have more Prize cards left than your opponent, this attack does 20 damage plus 10 more damage for each Prize card more than your opponent.",P,None,1,7.99,11.68,14.0,9.57,5.88,Normal,,
86063,Heracross,Heracross,https://tcgplayer-cdn.tcgplayer.com/product/86063_200w.jpg,3,1428,https://cpt.tcgcsv.com/hrJ,2024-12-19T15:22:29.99,1,43/109,Uncommon,Fighting,70,Basic,"<b>Poke-BODY</b> Crust  
<br>
<br>Any damage done to Heracross by attacks from your opponent's Basic Pokemon is reduced by 20 <em>(after applying Weakness and Resistance)</em>.","[1F] Get Even (20+) 
<br>If you have more Prize cards left than your opponent, this attack does 20 damage plus 10 more damage for each Prize card more than your opponent.",P,None,1,33.99,42.0,50.0,18.83,,Reverse Holofoil,,
86075,Here Comes Team Rocket!,Here Comes Team Rocket,https://tcgplayer-cdn.tcgplayer.com/product/86075_200w.jpg,3,1428,https://cpt.tcgcsv.com/wrJ,2024-04-11T17:52:47.59,1,111/109,Secret Rare,Supporter,,,"<em>You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.</em><br>
<br><br>
<br>Each player plays with his or her Prize cards face up for the rest of the game.",,,,,349.99,350.0,375.0,215.0,,Holofoil,,
86180,Hoppip,Hoppip,https://tcgplayer-cdn.tcgplayer.com/product/86180_200w.jpg,3,1428,https://cpt.tcgcsv.com/DtJ,2024-04-11T17:52:47.707,1,57/109,Common,Grass,30,Basic,"<b>Poke-BODY</b> Buffer <br>
<br>If Hoppip would be Knocked Out by an opponent's attack, flip a coin.  If heads, Hoppip is not Knocked Out and its remaining HP becomes 10 instead.","[1] Miracle Powder 
<br>Flip a coin.  If heads, choose 1 Special Condition.  The Defending Pokemon is now affected by that Special Condition.",R,W,1,0.19,0.43,9.09,0.41,0.33,Normal,,
86180,Hoppip,Hoppip,https://tcgplayer-cdn.tcgplayer.com/product/86180_200w.jpg,3,1428,https://cpt.tcgcsv.com/DtJ,2024-04-11T17:52:47.707,1,57/109,Common,Grass,30,Basic,"<b>Poke-BODY</b> Buffer <br>
<br>If Hoppip would be Knocked Out by an opponent's attack, flip a coin.  If heads, Hoppip is not Knocked Out and its remaining HP becomes 10 instead.","[1] Miracle Powder 
<br>Flip a coin.  If heads, choose 1 Special Condition.  The Defending Pokemon is now affected by that Special Condition.",R,W,1,7.36,14.3,21.39,11.44,,Reverse Holofoil,,
86190,Horsea,Horsea,https://tcgplayer-cdn.tcgplayer.com/product/86190_200w.jpg,3,1428,https://cpt.tcgcsv.com/QtJ,2024-04-11T17:52:47.833,1,58/109,Common,Water,50,Basic,,"[1] Water Plant 
<br>Search your discard pile for up to 2 Water Energy cards, show them to your opponent, and put them into your hand.",L,None,1,0.43,1.03,2.67,1.12,,Normal,"[WW] Swift (30) 
<br>This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.",
86190,Horsea,Horsea,https://tcgplayer-cdn.tcgplayer.com/product/86190_200w.jpg,3,1428,https://cpt.tcgcsv.com/QtJ,2024-04-11T17:52:47.833,1,58/109,Common,Water,50,Basic,,"[1] Water Plant 
<br>Search your discard pile for up to 2 Water Energy cards, show them to your opponent, and put them into your hand.",L,None,1,15.4,21.11,49.99,21.15,,Reverse Holofoil,"[WW] Swift (30) 
<br>This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.",
