sourceName,productId,cleanName,groupId,extNumber,extRarity,extCardType,marketPrice,subTypeName
LegendsAwakenedProductsAndPrices.csv,88749,Rhyperior LVX,1417,145/146,Ultra Rare,Fighting,24.1,Holofoil
LegendsAwakenedProductsAndPrices.csv,88754,Riolu,1417,117/146,Common,Fighting,0.4,Normal
LegendsAwakenedProductsAndPrices.csv,88754,Riolu,1417,117/146,Common,Fighting,6.4,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,88809,Root Fossil,1417,139/146,Common,Trainer,0.39,Normal
LegendsAwakenedProductsAndPrices.csv,88809,Root Fossil,1417,139/146,Common,Trainer,2.25,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89015,Seadra,1417,70/146,Uncommon,Water,1.21,Normal
LegendsAwakenedProductsAndPrices.csv,89015,Seadra,1417,70/146,Uncommon,Water,2.97,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89119,Shedinja,1417,40/146,Rare,Grass,2.02,Normal
LegendsAwakenedProductsAndPrices.csv,89119,Shedinja,1417,40/146,Rare,Grass,3.49,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89174,Shinx,1417,118/146,Common,Lightning,0.69,Normal
LegendsAwakenedProductsAndPrices.csv,89174,Shinx,1417,118/146,Common,Lightning,5.99,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89267,Skitty,1417,119/146,Common,Colorless,0.74,Normal
LegendsAwakenedProductsAndPrices.csv,89267,Skitty,1417,119/146,Common,Colorless,10.12,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89370,Sneasel,1417,120/146,Common,Darkness,0.42,Normal
LegendsAwakenedProductsAndPrices.csv,89370,Sneasel,1417,120/146,Common,Darkness,2.38,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89410,Snowpoint Temple,1417,134/146,Uncommon,Stadium,0.47,Normal
LegendsAwakenedProductsAndPrices.csv,89410,Snowpoint Temple,1417,134/146,Uncommon,Stadium,4.28,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89465,Spiritomb,1417,16/146,Holo Rare,Psychic,8.99,Holofoil
LegendsAwakenedProductsAndPrices.csv,89465,Spiritomb,1417,16/146,Holo Rare,Psychic,7.51,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89477,Spoink,1417,121/146,Common,Psychic,0.42,Normal
LegendsAwakenedProductsAndPrices.csv,89477,Spoink,1417,121/146,Common,Psychic,2.06,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89519,Stark Mountain,1417,135/146,Uncommon,Stadium,0.75,Normal
LegendsAwakenedProductsAndPrices.csv,89519,Stark Mountain,1417,135/146,Uncommon,Stadium,2.92,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89534,Starmie,1417,71/146,Uncommon,Water,0.62,Normal
LegendsAwakenedProductsAndPrices.csv,89534,Starmie,1417,71/146,Uncommon,Water,1.75,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89550,Staryu,1417,122/146,Common,Water,0.28,Normal
LegendsAwakenedProductsAndPrices.csv,89550,Staryu,1417,122/146,Common,Water,2.58,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89673,Swalot,1417,72/146,Uncommon,Psychic,1.01,Normal
LegendsAwakenedProductsAndPrices.csv,89673,Swalot,1417,72/146,Uncommon,Psychic,2.04,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89694,Swellow,1417,73/146,Uncommon,Colorless,0.43,Normal
LegendsAwakenedProductsAndPrices.csv,89694,Swellow,1417,73/146,Uncommon,Colorless,1.05,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89703,Swinub,1417,123/146,Common,Water,0.37,Normal
LegendsAwakenedProductsAndPrices.csv,89703,Swinub,1417,123/146,Common,Water,3.4,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89735,Taillow,1417,124/146,Common,Colorless,0.22,Normal
LegendsAwakenedProductsAndPrices.csv,89735,Taillow,1417,124/146,Common,Colorless,1.51,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89764,Tauros,1417,74/146,Uncommon,Colorless,0.64,Normal
LegendsAwakenedProductsAndPrices.csv,89764,Tauros,1417,74/146,Uncommon,Colorless,4.59,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89853,Technical Machine TS 1,1417,136/146,Uncommon,Tool,0.28,Normal
LegendsAwakenedProductsAndPrices.csv,89853,Technical Machine TS 1,1417,136/146,Uncommon,Tool,1.34,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89854,Technical Machine TS 2,1417,137/146,Uncommon,Tool,0.37,Normal
LegendsAwakenedProductsAndPrices.csv,89854,Technical Machine TS 2,1417,137/146,Uncommon,Tool,0.85,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89868,Tentacool,1417,125/146,Common,Water,0.38,Normal
LegendsAwakenedProductsAndPrices.csv,89868,Tentacool,1417,125/146,Common,Water,2.82,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89877,Tentacruel,1417,75/146,Uncommon,Water,0.26,Normal
LegendsAwakenedProductsAndPrices.csv,89877,Tentacruel,1417,75/146,Uncommon,Water,2.29,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,89970,Torkoal,1417,41/146,Rare,Fire,1.69,Normal
LegendsAwakenedProductsAndPrices.csv,89970,Torkoal,1417,41/146,Rare,Fire,2.5,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,90130,Tyrogue,1417,126/146,Common,Fighting,0.84,Normal
LegendsAwakenedProductsAndPrices.csv,90130,Tyrogue,1417,126/146,Common,Fighting,4.99,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,90194,Unown Rare,1417,42/146,Rare,Psychic,18.93,Normal
LegendsAwakenedProductsAndPrices.csv,90194,Unown Rare,1417,42/146,Rare,Psychic,15.32,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,90195,Unown,1417,82/146,Uncommon,Psychic,2.94,Normal
LegendsAwakenedProductsAndPrices.csv,90195,Unown,1417,82/146,Uncommon,Psychic,8.97,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,90216,Unown J,1417,76/146,Uncommon,Psychic,1.28,Normal
LegendsAwakenedProductsAndPrices.csv,90216,Unown J,1417,76/146,Uncommon,Psychic,5.61,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,90231,Unown R,1417,77/146,Uncommon,Psychic,6.02,Normal
LegendsAwakenedProductsAndPrices.csv,90231,Unown R,1417,77/146,Uncommon,Psychic,9.38,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,90237,Unown U,1417,78/146,Uncommon,Psychic,1.35,Normal
LegendsAwakenedProductsAndPrices.csv,90237,Unown U,1417,78/146,Uncommon,Psychic,2.95,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,90239,Unown V,1417,79/146,Uncommon,Psychic,1.3,Normal
LegendsAwakenedProductsAndPrices.csv,90239,Unown V,1417,79/146,Uncommon,Psychic,4.69,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,90241,Unown W,1417,80/146,Uncommon,Psychic,1.58,Normal
LegendsAwakenedProductsAndPrices.csv,90241,Unown W,1417,80/146,Uncommon,Psychic,5.68,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,90245,Unown Y,1417,81/146,Uncommon,Psychic,1.39,Normal
LegendsAwakenedProductsAndPrices.csv,90245,Unown Y,1417,81/146,Uncommon,Psychic,4.41,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,90260,Uxie,1417,43/146,Rare,Psychic,12.37,Normal
LegendsAwakenedProductsAndPrices.csv,90260,Uxie,1417,43/146,Rare,Psychic,23.04,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,90262,Uxie LVX,1417,146/146,Ultra Rare,Psychic,90.99,Holofoil
LegendsAwakenedProductsAndPrices.csv,90364,Victreebel,1417,44/146,Rare,Grass,1.61,Normal
LegendsAwakenedProductsAndPrices.csv,90364,Victreebel,1417,44/146,Rare,Grass,1.1,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,90380,Vileplume,1417,45/146,Rare,Grass,2.08,Normal
LegendsAwakenedProductsAndPrices.csv,90380,Vileplume,1417,45/146,Rare,Grass,3.51,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,90554,Weepinbell,1417,127/146,Common,Grass,0.31,Normal
LegendsAwakenedProductsAndPrices.csv,90554,Weepinbell,1417,127/146,Common,Grass,1.48,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,90685,Yanma,1417,128/146,Common,Grass,0.28,Normal
LegendsAwakenedProductsAndPrices.csv,90685,Yanma,1417,128/146,Common,Grass,2.73,Reverse Holofoil
LegendsAwakenedProductsAndPrices.csv,90690,Yanmega,1417,17/146,Holo Rare,Grass,4.33,Holofoil
LegendsAwakenedProductsAndPrices.csv,90690,Yanmega,1417,17/146,Holo Rare,Grass,5.85,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,83469,Aerodactyl,1390,15/100,Rare,Colorless,4.02,Normal
MajesticDawnProductsAndPrices.csv,83469,Aerodactyl,1390,15/100,Rare,Colorless,9.97,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,83490,Aipom 50,1390,50/100,Common,Colorless,0.58,Normal
MajesticDawnProductsAndPrices.csv,83490,Aipom 50,1390,50/100,Common,Colorless,4.26,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,83491,Aipom 51,1390,51/100,Common,Colorless,0.25,Normal
MajesticDawnProductsAndPrices.csv,83491,Aipom 51,1390,51/100,Common,Colorless,2.05,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,83527,Ambipom,1390,35/100,Uncommon,Colorless,0.24,Normal
MajesticDawnProductsAndPrices.csv,83527,Ambipom,1390,35/100,Uncommon,Colorless,3.38,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,83649,Articuno,1390,1/100,Holo Rare,Water,39.09,Holofoil
MajesticDawnProductsAndPrices.csv,83649,Articuno,1390,1/100,Holo Rare,Water,23.75,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,83993,Bronzong,1390,16/100,Rare,Psychic,1.18,Normal
MajesticDawnProductsAndPrices.csv,83993,Bronzong,1390,16/100,Rare,Psychic,1.88,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,84002,Bronzor,1390,52/100,Common,Psychic,0.22,Normal
MajesticDawnProductsAndPrices.csv,84002,Bronzor,1390,52/100,Common,Psychic,0.98,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,84039,Buneary,1390,53/100,Common,Colorless,0.42,Normal
MajesticDawnProductsAndPrices.csv,84039,Buneary,1390,53/100,Common,Colorless,2.93,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,84054,Burmy Sandy Cloak,1390,54/100,Common,Grass,0.25,Normal
MajesticDawnProductsAndPrices.csv,84054,Burmy Sandy Cloak,1390,54/100,Common,Grass,1.13,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,84086,Call Energy,1390,92/100,Uncommon,Special Energy,14.94,Normal
MajesticDawnProductsAndPrices.csv,84086,Call Energy,1390,92/100,Uncommon,Special Energy,18.63,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,84240,Chatot,1390,55/100,Common,Colorless,0.96,Normal
MajesticDawnProductsAndPrices.csv,84240,Chatot,1390,55/100,Common,Colorless,5.45,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,84284,Chimchar 56,1390,56/100,Common,Fire,0.36,Normal
MajesticDawnProductsAndPrices.csv,84284,Chimchar 56,1390,56/100,Common,Fire,2.17,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,84285,Chimchar 57,1390,57/100,Common,Fire,0.66,Normal
MajesticDawnProductsAndPrices.csv,84285,Chimchar 57,1390,57/100,Common,Fire,6.73,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,84314,Chingling,1390,58/100,Common,Psychic,7.41,Normal
MajesticDawnProductsAndPrices.csv,84314,Chingling,1390,58/100,Common,Psychic,8.24,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,84393,Combee,1390,59/100,Common,Grass,0.26,Normal
MajesticDawnProductsAndPrices.csv,84393,Combee,1390,59/100,Common,Grass,1.71,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,84468,Cresselia,1390,2/100,Holo Rare,Psychic,7.81,Holofoil
MajesticDawnProductsAndPrices.csv,84468,Cresselia,1390,2/100,Holo Rare,Psychic,8.51,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,84474,Croagunk,1390,60/100,Common,Psychic,0.27,Normal
MajesticDawnProductsAndPrices.csv,84474,Croagunk,1390,60/100,Common,Psychic,1.4,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,84691,Darkness Energy,1390,93/100,Uncommon,Special Energy,0.83,Normal
MajesticDawnProductsAndPrices.csv,84691,Darkness Energy,1390,93/100,Uncommon,Special Energy,2.49,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,84700,Darkrai,1390,3/100,Holo Rare,Darkness,25.44,Holofoil
MajesticDawnProductsAndPrices.csv,84700,Darkrai,1390,3/100,Holo Rare,Darkness,16.58,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,84723,Dawn Stadium,1390,79/100,Uncommon,Stadium,4.31,Normal
MajesticDawnProductsAndPrices.csv,84723,Dawn Stadium,1390,79/100,Uncommon,Stadium,15.3,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,84800,Dialga,1390,4/100,Holo Rare,Metal,30.83,Holofoil
MajesticDawnProductsAndPrices.csv,84800,Dialga,1390,4/100,Holo Rare,Metal,16.57,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,84868,Dome Fossil,1390,89/100,Common,Item,0.34,Normal
MajesticDawnProductsAndPrices.csv,84868,Dome Fossil,1390,89/100,Common,Item,2.99,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,84955,Drifloon,1390,61/100,Common,Psychic,0.28,Normal
MajesticDawnProductsAndPrices.csv,84955,Drifloon,1390,61/100,Common,Psychic,1.96,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,85035,Dusk Ball,1390,80/100,Uncommon,Trainer,0.35,Normal
MajesticDawnProductsAndPrices.csv,85035,Dusk Ball,1390,80/100,Uncommon,Trainer,4.01,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,85084,Eevee 62,1390,62/100,Common,Colorless,1.83,Normal
MajesticDawnProductsAndPrices.csv,85084,Eevee 62,1390,62/100,Common,Colorless,31.75,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,85085,Eevee 63,1390,63/100,Common,Colorless,1.31,Normal
MajesticDawnProductsAndPrices.csv,85085,Eevee 63,1390,63/100,Common,Colorless,20.48,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,85140,Electrike,1390,64/100,Common,Lightning,0.21,Normal
MajesticDawnProductsAndPrices.csv,85140,Electrike,1390,64/100,Common,Lightning,0.82,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,85198,Empoleon,1390,17/100,Rare,Water,1.36,Normal
MajesticDawnProductsAndPrices.csv,85198,Empoleon,1390,17/100,Rare,Water,6.91,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,85228,Energy Restore,1390,81/100,Uncommon,Trainer,0.26,Normal
MajesticDawnProductsAndPrices.csv,85228,Energy Restore,1390,81/100,Uncommon,Trainer,1.62,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,85248,Energy Search,1390,90/100,Common,Trainer,0.16,Normal
MajesticDawnProductsAndPrices.csv,85248,Energy Search,1390,90/100,Common,Trainer,15.0,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,85321,Espeon,1390,18/100,Rare,Psychic,8.89,Normal
MajesticDawnProductsAndPrices.csv,85321,Espeon,1390,18/100,Rare,Psychic,18.43,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,85398,Fearow,1390,36/100,Uncommon,Colorless,0.4,Normal
MajesticDawnProductsAndPrices.csv,85398,Fearow,1390,36/100,Uncommon,Colorless,1.12,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,85496,Flareon,1390,19/100,Rare,Fire,13.82,Normal
MajesticDawnProductsAndPrices.csv,85496,Flareon,1390,19/100,Rare,Fire,14.83,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,85557,Fossil Excavator,1390,82/100,Uncommon,Supporter,0.99,Normal
MajesticDawnProductsAndPrices.csv,85557,Fossil Excavator,1390,82/100,Uncommon,Supporter,1.97,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,85631,Garchomp LVX,1390,97/100,Ultra Rare,Colorless,,
MajesticDawnProductsAndPrices.csv,85744,Glaceon 5,1390,5/100,Holo Rare,Water,110.85,Holofoil
MajesticDawnProductsAndPrices.csv,85744,Glaceon 5,1390,5/100,Holo Rare,Water,82.68,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,85745,Glaceon 20,1390,20/100,Rare,Water,8.3,Normal
MajesticDawnProductsAndPrices.csv,85745,Glaceon 20,1390,20/100,Rare,Water,19.0,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,85750,Glaceon LVX,1390,98/100,Ultra Rare,Water,203.76,Holofoil
MajesticDawnProductsAndPrices.csv,85760,Glameow,1390,65/100,Common,Colorless,0.27,Normal
MajesticDawnProductsAndPrices.csv,85760,Glameow,1390,65/100,Common,Colorless,2.6,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,85917,Grotle,1390,37/100,Uncommon,Grass,0.7,Normal
MajesticDawnProductsAndPrices.csv,85917,Grotle,1390,37/100,Uncommon,Grass,5.8,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,86042,Health Energy,1390,94/100,Uncommon,Special Energy,0.69,Normal
MajesticDawnProductsAndPrices.csv,86042,Health Energy,1390,94/100,Uncommon,Special Energy,1.68,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,86057,Helix Fossil,1390,91/100,Common,Trainer,0.29,Normal
MajesticDawnProductsAndPrices.csv,86057,Helix Fossil,1390,91/100,Common,Trainer,2.39,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,86079,Hippopotas,1390,66/100,Common,Fighting,0.27,Normal
MajesticDawnProductsAndPrices.csv,86079,Hippopotas,1390,66/100,Common,Fighting,0.98,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,86084,Hippowdon,1390,21/100,Rare,Fighting,1.51,Normal
MajesticDawnProductsAndPrices.csv,86084,Hippowdon,1390,21/100,Rare,Fighting,3.93,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,86275,Infernape,1390,22/100,Rare,Fire,4.44,Normal
MajesticDawnProductsAndPrices.csv,86275,Infernape,1390,22/100,Rare,Fire,10.65,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,86343,Jolteon,1390,23/100,Rare,Lightning,3.24,Normal
MajesticDawnProductsAndPrices.csv,86343,Jolteon,1390,23/100,Rare,Lightning,16.58,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,86386,Kabuto,1390,67/100,Common,Fighting,0.44,Normal
MajesticDawnProductsAndPrices.csv,86386,Kabuto,1390,67/100,Common,Fighting,7.54,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,86399,Kabutops,1390,6/100,Holo Rare,Fighting,12.17,Holofoil
MajesticDawnProductsAndPrices.csv,86399,Kabutops,1390,6/100,Holo Rare,Fighting,11.31,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,86422,Kangaskhan,1390,38/100,Uncommon,Colorless,0.4,Normal
MajesticDawnProductsAndPrices.csv,86422,Kangaskhan,1390,38/100,Uncommon,Colorless,4.12,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,86677,Leafeon 7,1390,7/100,Holo Rare,Grass,56.05,Holofoil
MajesticDawnProductsAndPrices.csv,86677,Leafeon 7,1390,7/100,Holo Rare,Grass,40.38,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,86678,Leafeon 24,1390,24/100,Rare,Grass,6.54,Normal
MajesticDawnProductsAndPrices.csv,86678,Leafeon 24,1390,24/100,Rare,Grass,9.54,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,86684,Leafeon LVX,1390,99/100,Ultra Rare,Grass,165.6,Holofoil
MajesticDawnProductsAndPrices.csv,86721,Lickitung,1390,39/100,Uncommon,Colorless,0.5,Normal
MajesticDawnProductsAndPrices.csv,86721,Lickitung,1390,39/100,Uncommon,Colorless,1.43,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,87146,Manaphy,1390,8/100,Holo Rare,Water,7.51,Holofoil
MajesticDawnProductsAndPrices.csv,87146,Manaphy,1390,8/100,Holo Rare,Water,5.12,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,87161,Manectric,1390,40/100,Uncommon,Lightning,0.31,Normal
MajesticDawnProductsAndPrices.csv,87161,Manectric,1390,40/100,Uncommon,Lightning,0.69,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,87364,Metal Energy,1390,95/100,Uncommon,Special Energy,0.4,Normal
MajesticDawnProductsAndPrices.csv,87364,Metal Energy,1390,95/100,Uncommon,Special Energy,2.69,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,87421,Mewtwo,1390,9/100,Holo Rare,Psychic,49.06,Holofoil
MajesticDawnProductsAndPrices.csv,87421,Mewtwo,1390,9/100,Holo Rare,Psychic,31.56,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,87489,Minun,1390,25/100,Rare,Lightning,3.16,Normal
MajesticDawnProductsAndPrices.csv,87489,Minun,1390,25/100,Rare,Lightning,12.5,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,87561,Moltres,1390,10/100,Holo Rare,Fire,28.41,Holofoil
MajesticDawnProductsAndPrices.csv,87561,Moltres,1390,10/100,Holo Rare,Fire,18.05,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,87569,Moms Kindness,1390,83/100,Uncommon,Supporter,0.37,Normal
MajesticDawnProductsAndPrices.csv,87569,Moms Kindness,1390,83/100,Uncommon,Supporter,9.97,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,87571,Monferno,1390,41/100,Uncommon,Fire,0.59,Normal
MajesticDawnProductsAndPrices.csv,87571,Monferno,1390,41/100,Uncommon,Fire,4.26,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,87582,Mothim,1390,42/100,Uncommon,Grass,0.57,Normal
MajesticDawnProductsAndPrices.csv,87582,Mothim,1390,42/100,Uncommon,Grass,3.3,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,87638,Munchlax,1390,68/100,Common,Colorless,5.36,Normal
MajesticDawnProductsAndPrices.csv,87638,Munchlax,1390,68/100,Common,Colorless,27.61,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,87848,Old Amber,1390,84/100,Uncommon,Trainer,0.31,Normal
MajesticDawnProductsAndPrices.csv,87848,Old Amber,1390,84/100,Uncommon,Trainer,0.7,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,87860,Omanyte,1390,69/100,Common,Water,0.47,Normal
MajesticDawnProductsAndPrices.csv,87860,Omanyte,1390,69/100,Common,Water,4.51,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,87870,Omastar,1390,26/100,Rare,Water,1.5,Normal
MajesticDawnProductsAndPrices.csv,87870,Omastar,1390,26/100,Rare,Water,5.12,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,87900,Pachirisu,1390,43/100,Uncommon,Lightning,1.63,Normal
MajesticDawnProductsAndPrices.csv,87900,Pachirisu,1390,43/100,Uncommon,Lightning,5.17,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,87908,Palkia,1390,11/100,Holo Rare,Water,25.71,Holofoil
MajesticDawnProductsAndPrices.csv,87908,Palkia,1390,11/100,Holo Rare,Water,16.93,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,88007,Phione 12,1390,12/100,Holo Rare,Water,6.45,Holofoil
MajesticDawnProductsAndPrices.csv,88007,Phione 12,1390,12/100,Holo Rare,Water,5.14,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,88008,Phione 27,1390,27/100,Rare,Water,2.23,Normal
MajesticDawnProductsAndPrices.csv,88008,Phione 27,1390,27/100,Rare,Water,4.06,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,88088,Pikachu,1390,70/100,Common,Lightning,2.04,Normal
MajesticDawnProductsAndPrices.csv,88088,Pikachu,1390,70/100,Common,Lightning,18.85,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,88145,Piplup 71,1390,71/100,Common,Water,0.67,Normal
MajesticDawnProductsAndPrices.csv,88145,Piplup 71,1390,71/100,Common,Water,9.75,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,88146,Piplup 72,1390,72/100,Common,Water,2.22,Normal
MajesticDawnProductsAndPrices.csv,88146,Piplup 72,1390,72/100,Common,Water,19.98,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,88169,Plusle,1390,28/100,Rare,Lightning,1.36,Normal
MajesticDawnProductsAndPrices.csv,88169,Plusle,1390,28/100,Rare,Lightning,4.25,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,88187,Poke Ball,1390,85/100,Uncommon,Trainer,0.32,Normal
MajesticDawnProductsAndPrices.csv,88187,Poke Ball,1390,85/100,Uncommon,Trainer,1.82,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,88321,Porygon Z LVX,1390,100/100,Ultra Rare,Colorless,69.0,Holofoil
MajesticDawnProductsAndPrices.csv,88370,Prinplup,1390,44/100,Uncommon,Water,0.47,Normal
MajesticDawnProductsAndPrices.csv,88370,Prinplup,1390,44/100,Uncommon,Water,3.99,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,88479,Quick Ball,1390,86/100,Uncommon,Trainer,0.54,Normal
MajesticDawnProductsAndPrices.csv,88479,Quick Ball,1390,86/100,Uncommon,Trainer,4.5,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,88511,Raichu,1390,45/100,Uncommon,Lightning,1.35,Normal
MajesticDawnProductsAndPrices.csv,88511,Raichu,1390,45/100,Uncommon,Lightning,18.24,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,88651,Recover Energy,1390,96/100,Uncommon,Special Energy,0.42,Normal
MajesticDawnProductsAndPrices.csv,88651,Recover Energy,1390,96/100,Uncommon,Special Energy,2.17,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,88836,Rotom,1390,13/100,Holo Rare,Lightning,5.83,Holofoil
MajesticDawnProductsAndPrices.csv,88836,Rotom,1390,13/100,Holo Rare,Lightning,7.98,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,88961,Scizor,1390,29/100,Rare,Metal,8.04,Normal
MajesticDawnProductsAndPrices.csv,88961,Scizor,1390,29/100,Rare,Metal,18.32,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,89000,Scyther,1390,46/100,Uncommon,Grass,1.41,Normal
MajesticDawnProductsAndPrices.csv,89000,Scyther,1390,46/100,Uncommon,Grass,9.81,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,89142,Shellos East Sea,1390,73/100,Common,Water,0.24,Normal
MajesticDawnProductsAndPrices.csv,89142,Shellos East Sea,1390,73/100,Common,Water,2.0,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,89441,Spearow,1390,74/100,Common,Colorless,0.25,Normal
MajesticDawnProductsAndPrices.csv,89441,Spearow,1390,74/100,Common,Colorless,3.25,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,89515,Staravia,1390,47/100,Uncommon,Colorless,0.31,Normal
MajesticDawnProductsAndPrices.csv,89515,Staravia,1390,47/100,Uncommon,Colorless,2.66,Reverse Holofoil
MajesticDawnProductsAndPrices.csv,89523,Starly,1390,75/100,Common,Colorless,0.28,Normal
