cleanName,groupId,groupName,productId,subTypeName,extCardType,extNumber,extRarity,releaseDate,releaseYear,marketPrice
Shinx,1384,Supreme Victors,89176,Reverse Holofoil,Lightning,126,Common,2009-08-19,2009,1.57
Shroomish,1384,Supreme Victors,89186,Normal,Grass,127,Common,2009-08-19,2009,0.91
Shroomish,1384,Supreme Victors,89186,Reverse Holofoil,Grass,127,Common,2009-08-19,2009,2.53
Skarmory FB,1384,Supreme Victors,89250,Normal,Metal,83,Uncommon,2009-08-19,2009,0.87
Skarmory FB,1384,Supreme Victors,89250,Reverse Holofoil,Metal,83,Uncommon,2009-08-19,2009,3.27
Skorupi,1384,Supreme Victors,89275,Normal,Psychic,128,Common,2009-08-19,2009,0.33
Skorupi,1384,Supreme Victors,89275,Reverse Holofoil,Psychic,128,Common,2009-08-19,2009,0.97
Solrock,1384,Supreme Victors,89429,Normal,Psychic,45,Rare,2009-08-19,2009,0.54
Solrock,1384,Supreme Victors,89429,Reverse Holofoil,Psychic,45,Rare,2009-08-19,2009,1.01
Spinda,1384,Supreme Victors,89463,Normal,Colorless,46,Rare,2009-08-19,2009,1.11
Spinda,1384,Supreme Victors,89463,Reverse Holofoil,Colorless,46,Rare,2009-08-19,2009,5.61
Spiritomb C,1384,Supreme Victors,89469,Normal,Psychic,84,Uncommon,2009-08-19,2009,0.77
Spiritomb C,1384,Supreme Victors,89469,Reverse Holofoil,Psychic,84,Uncommon,2009-08-19,2009,2.05
Staraptor FB,1384,Supreme Victors,89511,Holofoil,Colorless,11,Holo Rare,2009-08-19,2009,5.8
Staraptor FB,1384,Supreme Victors,89511,Reverse Holofoil,Colorless,11,Holo Rare,2009-08-19,2009,5.69
Staraptor FB LvX,1384,Supreme Victors,89512,Holofoil,Colorless,147,Ultra Rare,2009-08-19,2009,68.93
Staravia,1384,Supreme Victors,89517,Normal,Colorless,85,Uncommon,2009-08-19,2009,0.29
Staravia,1384,Supreme Victors,89517,Reverse Holofoil,Colorless,85,Uncommon,2009-08-19,2009,1.01
Starly,1384,Supreme Victors,89525,Normal,Colorless,129,Common,2009-08-19,2009,0.31
Starly,1384,Supreme Victors,89525,Reverse Holofoil,Colorless,129,Common,2009-08-19,2009,0.74
Surskit,1384,Supreme Victors,89651,Normal,Grass,130,Common,2009-08-19,2009,0.23
Surskit,1384,Supreme Victors,89651,Reverse Holofoil,Grass,130,Common,2009-08-19,2009,4.63
Swampert,1384,Supreme Victors,89681,Holofoil,Water,12,Holo Rare,2009-08-19,2009,14.02
Swampert,1384,Supreme Victors,89681,Reverse Holofoil,Water,12,Holo Rare,2009-08-19,2009,17.24
Togekiss C,1384,Supreme Victors,89926,Normal,Colorless,86,Uncommon,2009-08-19,2009,3.13
Togekiss C,1384,Supreme Victors,89926,Reverse Holofoil,Colorless,86,Uncommon,2009-08-19,2009,22.0
Turtwig,1384,Supreme Victors,90079,Normal,Grass,131,Common,2009-08-19,2009,0.6
VS Seeker,1384,Supreme Victors,90427,Normal,Trainer,140,Uncommon,2009-08-19,2009,5.2
VS Seeker,1384,Supreme Victors,90427,Reverse Holofoil,Trainer,140,Uncommon,2009-08-19,2009,9.0
Venusaur,1384,Supreme Victors,90321,Holofoil,Grass,13,Holo Rare,2009-08-19,2009,22.08
Venusaur,1384,Supreme Victors,90321,Reverse Holofoil,Grass,13,Holo Rare,2009-08-19,2009,20.6
Wailmer,1384,Supreme Victors,90454,Normal,Water,87,Uncommon,2009-08-19,2009,0.52
Wailmer,1384,Supreme Victors,90454,Reverse Holofoil,Water,87,Uncommon,2009-08-19,2009,2.66
Wailord,1384,Supreme Victors,90460,Normal,Water,47,Rare,2009-08-19,2009,3.16
Wailord,1384,Supreme Victors,90460,Reverse Holofoil,Water,47,Rare,2009-08-19,2009,4.02
Whismur,1384,Supreme Victors,90584,Normal,Colorless,132,Common,2009-08-19,2009,0.65
Whismur,1384,Supreme Victors,90584,Reverse Holofoil,Colorless,132,Common,2009-08-19,2009,6.58
Yanma,1384,Supreme Victors,90686,Normal,Grass,88,Uncommon,2009-08-19,2009,0.49
Yanma,1384,Supreme Victors,90686,Reverse Holofoil,Grass,88,Uncommon,2009-08-19,2009,2.49
Yanma Shiny,1384,Supreme Victors,90687,Reverse Holofoil,Grass,SH9,Shiny Holo Rare,2009-08-19,2009,65.11
Yanmega,1384,Supreme Victors,90692,Holofoil,Grass,14,Holo Rare,2009-08-19,2009,4.37
Yanmega,1384,Supreme Victors,90692,Reverse Holofoil,Grass,14,Holo Rare,2009-08-19,2009,6.25
Zapdos 150,1384,Supreme Victors,90719,Holofoil,Lightning,150,Secret Rare,2009-08-19,2009,191.67
Zapdos 48,1384,Supreme Victors,90718,Normal,Lightning,48,Rare,2009-08-19,2009,3.25
Zapdos 48,1384,Supreme Victors,90718,Reverse Holofoil,Lightning,48,Rare,2009-08-19,2009,10.46
Zubat,1384,Supreme Victors,90775,Normal,Psychic,133,Common,2009-08-19,2009,0.4
Zubat,1384,Supreme Victors,90775,Reverse Holofoil,Psychic,133,Common,2009-08-19,2009,3.7
Aerodactyl,1391,Arceus,83470,Normal,Fighting,13/99,Rare,2009-11-04,2009,1.52
Aerodactyl,1391,Arceus,83470,Reverse Holofoil,Fighting,13/99,Rare,2009-11-04,2009,6.33
Arceus AR1,1391,Arceus,83592,Holofoil,Darkness,AR1,Holo Rare,2009-11-04,2009,27.55
Arceus AR2,1391,Arceus,83593,Holofoil,Grass,AR2,Holo Rare,2009-11-04,2009,20.52
Arceus AR3,1391,Arceus,83594,Holofoil,Fire,AR3,Holo Rare,2009-11-04,2009,18.64
Arceus AR4,1391,Arceus,83595,Holofoil,Water,AR4,Holo Rare,2009-11-04,2009,34.7
Arceus AR5,1391,Arceus,83596,Holofoil,Colorless,AR5,Holo Rare,2009-11-04,2009,30.15
Arceus AR6,1391,Arceus,83597,Holofoil,Lightning,AR6,Holo Rare,2009-11-04,2009,14.89
Arceus AR7,1391,Arceus,83598,Holofoil,Psychic,AR7,Holo Rare,2009-11-04,2009,23.68
Arceus AR8,1391,Arceus,83599,Holofoil,Fighting,AR8,Holo Rare,2009-11-04,2009,24.96
Arceus AR9,1391,Arceus,83600,Holofoil,Metal,AR9,Holo Rare,2009-11-04,2009,20.33
Arceus LvX 94,1391,Arceus,83602,Holofoil,Colorless,94/99,Ultra Rare,2009-11-04,2009,33.14
Arceus LvX 95,1391,Arceus,83603,Holofoil,Colorless,95/99,Ultra Rare,2009-11-04,2009,53.26
Arceus LvX 96,1391,Arceus,83604,Holofoil,Colorless,96/99,Ultra Rare,2009-11-04,2009,40.64
Bagon,1391,Arceus,83699,Normal,Colorless,52/99,Common,2009-11-04,2009,0.26
Bagon,1391,Arceus,83699,Reverse Holofoil,Colorless,52/99,Common,2009-11-04,2009,1.88
Bagon Shiny,1391,Arceus,83700,Reverse Holofoil,Colorless,SH10,Shiny Holo Rare,2009-11-04,2009,70.45
Beedrill G,1391,Arceus,83776,Normal,Grass,53/99,Common,2009-11-04,2009,0.42
Beedrill G,1391,Arceus,83776,Reverse Holofoil,Grass,53/99,Common,2009-11-04,2009,2.46
Beginning Door,1391,Arceus,83777,Normal,Item,82/99,Uncommon,2009-11-04,2009,0.35
Beginning Door,1391,Arceus,83777,Reverse Holofoil,Item,82/99,Uncommon,2009-11-04,2009,2.75
Bench Shield,1391,Arceus,83811,Normal,Item,83/99,Uncommon,2009-11-04,2009,0.26
Bench Shield,1391,Arceus,83811,Reverse Holofoil,Item,83/99,Uncommon,2009-11-04,2009,0.87
Bronzong 14,1391,Arceus,83995,Normal,Metal,14/99,Rare,2009-11-04,2009,0.43
Bronzong 14,1391,Arceus,83995,Reverse Holofoil,Metal,14/99,Rare,2009-11-04,2009,1.42
Bronzong 33,1391,Arceus,83996,Normal,Metal,33/99,Uncommon,2009-11-04,2009,0.45
Bronzong 33,1391,Arceus,83996,Reverse Holofoil,Metal,33/99,Uncommon,2009-11-04,2009,1.04
Bronzor 34,1391,Arceus,84004,Normal,Metal,34/99,Uncommon,2009-11-04,2009,0.4
Bronzor 34,1391,Arceus,84004,Reverse Holofoil,Metal,34/99,Uncommon,2009-11-04,2009,1.02
Bronzor 54,1391,Arceus,84005,Normal,Metal,54/99,Common,2009-11-04,2009,0.28
Bronzor 54,1391,Arceus,84005,Reverse Holofoil,Metal,54/99,Common,2009-11-04,2009,1.87
Buffer Piece,1391,Arceus,84014,Normal,Item,84/99,Uncommon,2009-11-04,2009,0.2
Buffer Piece,1391,Arceus,84014,Reverse Holofoil,Item,84/99,Uncommon,2009-11-04,2009,0.9
Buneary,1391,Arceus,84044,Normal,Colorless,55/99,Common,2009-11-04,2009,0.32
Buneary,1391,Arceus,84044,Reverse Holofoil,Colorless,55/99,Common,2009-11-04,2009,2.2
Burmy Plant Cloak,1391,Arceus,84051,Normal,Grass,56/99,Common,2009-11-04,2009,0.27
Burmy Plant Cloak,1391,Arceus,84051,Reverse Holofoil,Grass,56/99,Common,2009-11-04,2009,1.46
Burmy Sandy Cloak,1391,Arceus,84055,Normal,Grass,57/99,Common,2009-11-04,2009,0.51
Burmy Sandy Cloak,1391,Arceus,84055,Reverse Holofoil,Grass,57/99,Common,2009-11-04,2009,2.87
Burmy Trash Cloak,1391,Arceus,84057,Normal,Grass,58/99,Common,2009-11-04,2009,0.34
Burmy Trash Cloak,1391,Arceus,84057,Reverse Holofoil,Grass,58/99,Common,2009-11-04,2009,1.5
Charizard,1391,Arceus,84191,Holofoil,Fire,1/99,Holo Rare,2009-11-04,2009,40.61
Charizard,1391,Arceus,84191,Reverse Holofoil,Fire,1/99,Holo Rare,2009-11-04,2009,53.62
Charmander,1391,Arceus,84217,Normal,Fire,59/99,Common,2009-11-04,2009,1.45
Charmander,1391,Arceus,84217,Reverse Holofoil,Fire,59/99,Common,2009-11-04,2009,18.74
Charmeleon,1391,Arceus,84233,Normal,Fire,35/99,Uncommon,2009-11-04,2009,1.04
Charmeleon,1391,Arceus,84233,Reverse Holofoil,Fire,35/99,Uncommon,2009-11-04,2009,15.42
Cherrim,1391,Arceus,84255,Normal,Grass,15/99,Rare,2009-11-04,2009,3.81
Cherrim,1391,Arceus,84255,Reverse Holofoil,Grass,15/99,Rare,2009-11-04,2009,7.09
Cherubi,1391,Arceus,84263,Normal,Grass,60/99,Common,2009-11-04,2009,0.62
Cherubi,1391,Arceus,84263,Reverse Holofoil,Grass,60/99,Common,2009-11-04,2009,7.34
Croagunk,1391,Arceus,84478,Normal,Fighting,61/99,Common,2009-11-04,2009,0.38
Croagunk,1391,Arceus,84478,Reverse Holofoil,Fighting,61/99,Common,2009-11-04,2009,4.03
Department Store Girl,1391,Arceus,84780,Normal,Supporter,85/99,Uncommon,2009-11-04,2009,0.6
Department Store Girl,1391,Arceus,84780,Reverse Holofoil,Supporter,85/99,Uncommon,2009-11-04,2009,1.92
Dome Fossil,1391,Arceus,84869,Normal,Item,92/99,Common,2009-11-04,2009,0.28
Dome Fossil,1391,Arceus,84869,Reverse Holofoil,Item,92/99,Common,2009-11-04,2009,1.34
Electrike 62,1391,Arceus,85142,Normal,Lightning,62/99,Common,2009-11-04,2009,0.3
Electrike 62,1391,Arceus,85142,Reverse Holofoil,Lightning,62/99,Common,2009-11-04,2009,1.07
Electrike 63,1391,Arceus,85143,Normal,Lightning,63/99,Common,2009-11-04,2009,0.19
Electrike 63,1391,Arceus,85143,Reverse Holofoil,Lightning,63/99,Common,2009-11-04,2009,1.23
Energy Restore,1391,Arceus,85229,Normal,Trainer,86/99,Uncommon,2009-11-04,2009,0.24
Energy Restore,1391,Arceus,85229,Reverse Holofoil,Trainer,86/99,Uncommon,2009-11-04,2009,1.12
Expert Belt,1391,Arceus,85369,Normal,Tool,87/99,Uncommon,2009-11-04,2009,1.02
Expert Belt,1391,Arceus,85369,Reverse Holofoil,Tool,87/99,Uncommon,2009-11-04,2009,1.68
Froslass,1391,Arceus,85573,Holofoil,Water,2/99,Holo Rare,2009-11-04,2009,3.98
Froslass,1391,Arceus,85573,Reverse Holofoil,Water,2/99,Holo Rare,2009-11-04,2009,3.62
Gastly 36,1391,Arceus,85654,Normal,Psychic,36/99,Uncommon,2009-11-04,2009,1.2
Gastly 36,1391,Arceus,85654,Reverse Holofoil,Psychic,36/99,Uncommon,2009-11-04,2009,10.01
Gastly 64,1391,Arceus,85655,Normal,Psychic,64/99,Common,2009-11-04,2009,0.34
Gastly 64,1391,Arceus,85655,Reverse Holofoil,Psychic,64/99,Common,2009-11-04,2009,39.96
Gengar 16,1391,Arceus,85677,Normal,Psychic,16/99,Rare,2009-11-04,2009,27.52
Gengar 16,1391,Arceus,85677,Reverse Holofoil,Psychic,16/99,Rare,2009-11-04,2009,39.96
Gengar 17,1391,Arceus,85678,Normal,Psychic,17/99,Rare,2009-11-04,2009,29.64
Gengar 17,1391,Arceus,85678,Reverse Holofoil,Psychic,17/99,Rare,2009-11-04,2009,50.13
Gengar LvX,1391,Arceus,85682,Holofoil,Psychic,97/99,Ultra Rare,2009-11-04,2009,242.99
Geodude,1391,Arceus,85693,Normal,Fighting,65/99,Common,2009-11-04,2009,0.23
Geodude,1391,Arceus,85693,Reverse Holofoil,Fighting,65/99,Common,2009-11-04,2009,1.52
Glalie,1391,Arceus,85756,Normal,Water,18/99,Rare,2009-11-04,2009,0.79
Glalie,1391,Arceus,85756,Reverse Holofoil,Water,18/99,Rare,2009-11-04,2009,2.65
Golem,1391,Arceus,85829,Normal,Fighting,19/99,Rare,2009-11-04,2009,1.29
Golem,1391,Arceus,85829,Reverse Holofoil,Fighting,19/99,Rare,2009-11-04,2009,6.13
Graveler,1391,Arceus,85894,Normal,Fighting,37/99,Uncommon,2009-11-04,2009,0.8
Graveler,1391,Arceus,85894,Reverse Holofoil,Fighting,37/99,Uncommon,2009-11-04,2009,0.85
Grovyle 38,1391,Arceus,85943,Normal,Grass,38/99,Uncommon,2009-11-04,2009,0.68
Grovyle 38,1391,Arceus,85943,Reverse Holofoil,Grass,38/99,Uncommon,2009-11-04,2009,1.31
Grovyle 39,1391,Arceus,85944,Normal,Grass,39/99,Uncommon,2009-11-04,2009,0.57
Grovyle 39,1391,Arceus,85944,Reverse Holofoil,Grass,39/99,Uncommon,2009-11-04,2009,1.45
Gulpin 40,1391,Arceus,85978,Normal,Psychic,40/99,Uncommon,2009-11-04,2009,0.63
Gulpin 40,1391,Arceus,85978,Reverse Holofoil,Psychic,40/99,Uncommon,2009-11-04,2009,1.81
Gulpin 66,1391,Arceus,85979,Normal,Psychic,66/99,Common,2009-11-04,2009,0.25
Gulpin 66,1391,Arceus,85979,Reverse Holofoil,Psychic,66/99,Common,2009-11-04,2009,2.62
Hariyama,1391,Arceus,86015,Normal,Fighting,20/99,Rare,2009-11-04,2009,0.69
Hariyama,1391,Arceus,86015,Reverse Holofoil,Fighting,20/99,Rare,2009-11-04,2009,2.18
Haunter 41,1391,Arceus,86029,Normal,Psychic,41/99,Uncommon,2009-11-04,2009,3.98
Haunter 41,1391,Arceus,86029,Reverse Holofoil,Psychic,41/99,Uncommon,2009-11-04,2009,12.08
Haunter 42,1391,Arceus,86030,Normal,Psychic,42/99,Uncommon,2009-11-04,2009,0.95
Haunter 42,1391,Arceus,86030,Reverse Holofoil,Psychic,42/99,Uncommon,2009-11-04,2009,6.63
Heatran,1391,Arceus,86050,Holofoil,Fire,3/99,Holo Rare,2009-11-04,2009,2.77
Heatran,1391,Arceus,86050,Reverse Holofoil,Fire,3/99,Holo Rare,2009-11-04,2009,2.47
Helix Fossil,1391,Arceus,86058,Normal,Trainer,93/99,Common,2009-11-04,2009,0.25
Helix Fossil,1391,Arceus,86058,Reverse Holofoil,Trainer,93/99,Common,2009-11-04,2009,0.81
Kabuto,1391,Arceus,86387,Normal,Fighting,67/99,Common,2009-11-04,2009,0.39
Kabuto,1391,Arceus,86387,Reverse Holofoil,Fighting,67/99,Common,2009-11-04,2009,1.65
Kabutops,1391,Arceus,86400,Holofoil,Fighting,4/99,Holo Rare,2009-11-04,2009,9.99
Kabutops,1391,Arceus,86400,Reverse Holofoil,Fighting,4/99,Holo Rare,2009-11-04,2009,11.49
Lopunny,1391,Arceus,86827,Normal,Colorless,21/99,Rare,2009-11-04,2009,1.61
Lopunny,1391,Arceus,86827,Reverse Holofoil,Colorless,21/99,Rare,2009-11-04,2009,3.42
Lucky Egg,1391,Arceus,86892,Normal,Trainer,88/99,Uncommon,2009-11-04,2009,0.49
Lucky Egg,1391,Arceus,86892,Reverse Holofoil,Trainer,88/99,Uncommon,2009-11-04,2009,2.3
Luxio,1391,Arceus,86942,Normal,Lightning,43/99,Uncommon,2009-11-04,2009,0.35
Luxio,1391,Arceus,86942,Reverse Holofoil,Lightning,43/99,Uncommon,2009-11-04,2009,1.92
Luxray,1391,Arceus,86949,Holofoil,Lightning,5/99,Holo Rare,2009-11-04,2009,4.83
Luxray,1391,Arceus,86949,Reverse Holofoil,Lightning,5/99,Holo Rare,2009-11-04,2009,6.74
Makuhita,1391,Arceus,87132,Normal,Fighting,68/99,Common,2009-11-04,2009,0.24
Makuhita,1391,Arceus,87132,Reverse Holofoil,Fighting,68/99,Common,2009-11-04,2009,0.99
Manectric 22,1391,Arceus,87163,Normal,Lightning,22/99,Rare,2009-11-04,2009,0.49
Manectric 22,1391,Arceus,87163,Reverse Holofoil,Lightning,22/99,Rare,2009-11-04,2009,2.65
Manectric 44,1391,Arceus,87164,Normal,Lightning,44/99,Uncommon,2009-11-04,2009,0.31
Manectric 44,1391,Arceus,87164,Reverse Holofoil,Lightning,44/99,Uncommon,2009-11-04,2009,1.5
Mothim,1391,Arceus,87583,Holofoil,Grass,6/99,Holo Rare,2009-11-04,2009,2.32
Mothim,1391,Arceus,87583,Reverse Holofoil,Grass,6/99,Holo Rare,2009-11-04,2009,2.02
Nosepass,1391,Arceus,87803,Normal,Fighting,69/99,Common,2009-11-04,2009,0.34
Nosepass,1391,Arceus,87803,Reverse Holofoil,Fighting,69/99,Common,2009-11-04,2009,4.33
Old Amber,1391,Arceus,87849,Normal,Trainer,89/99,Uncommon,2009-11-04,2009,0.29
Old Amber,1391,Arceus,87849,Reverse Holofoil,Trainer,89/99,Uncommon,2009-11-04,2009,0.76
Omanyte,1391,Arceus,87861,Normal,Water,70/99,Common,2009-11-04,2009,0.33
Omanyte,1391,Arceus,87861,Reverse Holofoil,Water,70/99,Common,2009-11-04,2009,2.33
Omastar,1391,Arceus,87871,Normal,Water,23/99,Rare,2009-11-04,2009,1.48
Omastar,1391,Arceus,87871,Reverse Holofoil,Water,23/99,Rare,2009-11-04,2009,5.07
Pelipper 24,1391,Arceus,87978,Normal,Water,24/99,Rare,2009-11-04,2009,0.89
Pelipper 24,1391,Arceus,87978,Reverse Holofoil,Water,24/99,Rare,2009-11-04,2009,1.57
Pelipper 45,1391,Arceus,87979,Normal,Water,45/99,Uncommon,2009-11-04,2009,0.35
Pelipper 45,1391,Arceus,87979,Reverse Holofoil,Water,45/99,Uncommon,2009-11-04,2009,0.83
Pichu,1391,Arceus,88021,Normal,Lightning,25/99,Rare,2009-11-04,2009,7.64
Pichu,1391,Arceus,88021,Reverse Holofoil,Lightning,25/99,Rare,2009-11-04,2009,15.99
Pikachu,1391,Arceus,88094,Normal,Lightning,71/99,Common,2009-11-04,2009,4.74
Pikachu,1391,Arceus,88094,Reverse Holofoil,Lightning,71/99,Common,2009-11-04,2009,30.0
Ponyta 46,1391,Arceus,88289,Normal,Fire,46/99,Uncommon,2009-11-04,2009,0.76
Ponyta 46,1391,Arceus,88289,Reverse Holofoil,Fire,46/99,Uncommon,2009-11-04,2009,11.56
Ponyta 72,1391,Arceus,88290,Normal,Fire,72/99,Common,2009-11-04,2009,0.3
Ponyta 72,1391,Arceus,88290,Reverse Holofoil,Fire,72/99,Common,2009-11-04,2009,3.99
Ponyta Shiny,1391,Arceus,88291,Reverse Holofoil,Fire,SH11,Shiny Holo Rare,2009-11-04,2009,154.9
Porygon Z G,1391,Arceus,88320,Normal,Colorless,26/99,Rare,2009-11-04,2009,1.59
Porygon Z G,1391,Arceus,88320,Reverse Holofoil,Colorless,26/99,Rare,2009-11-04,2009,4.54
Probopass,1391,Arceus,88378,Holofoil,Metal,7/99,Holo Rare,2009-11-04,2009,1.52
Probopass,1391,Arceus,88378,Reverse Holofoil,Metal,7/99,Holo Rare,2009-11-04,2009,2.35
Professor Oaks Visit,1391,Arceus,88406,Normal,Supporter,90/99,Uncommon,2009-11-04,2009,0.32
Professor Oaks Visit,1391,Arceus,88406,Reverse Holofoil,Supporter,90/99,Uncommon,2009-11-04,2009,1.38
Raichu,1391,Arceus,88516,Normal,Lightning,27/99,Rare,2009-11-04,2009,4.02
Raichu,1391,Arceus,88516,Reverse Holofoil,Lightning,27/99,Rare,2009-11-04,2009,7.28
Rapidash 28,1391,Arceus,88585,Normal,Fire,28/99,Rare,2009-11-04,2009,1.54
Rapidash 28,1391,Arceus,88585,Reverse Holofoil,Fire,28/99,Rare,2009-11-04,2009,3.56
Rapidash 47,1391,Arceus,88586,Normal,Fire,47/99,Uncommon,2009-11-04,2009,0.82
Rapidash 47,1391,Arceus,88586,Reverse Holofoil,Fire,47/99,Uncommon,2009-11-04,2009,2.13
Raticate,1391,Arceus,88605,Normal,Colorless,29/99,Rare,2009-11-04,2009,0.87
Raticate,1391,Arceus,88605,Reverse Holofoil,Colorless,29/99,Rare,2009-11-04,2009,2.0
Rattata,1391,Arceus,88619,Normal,Colorless,73/99,Common,2009-11-04,2009,0.36
Rattata,1391,Arceus,88619,Reverse Holofoil,Colorless,73/99,Common,2009-11-04,2009,2.25
Salamence,1391,Arceus,88899,Holofoil,Colorless,8/99,Holo Rare,2009-11-04,2009,6.44
Salamence,1391,Arceus,88899,Reverse Holofoil,Colorless,8/99,Holo Rare,2009-11-04,2009,8.37
Salamence LvX,1391,Arceus,88906,Holofoil,Colorless,98/99,Ultra Rare,2009-11-04,2009,47.13
Sceptile 30,1391,Arceus,88951,Normal,Grass,30/99,Rare,2009-11-04,2009,2.28
Sceptile 30,1391,Arceus,88951,Reverse Holofoil,Grass,30/99,Rare,2009-11-04,2009,4.41
Sceptile 31,1391,Arceus,88952,Normal,Grass,31/99,Rare,2009-11-04,2009,1.59
Sceptile 31,1391,Arceus,88952,Reverse Holofoil,Grass,31/99,Rare,2009-11-04,2009,6.48
Shelgon,1391,Arceus,89129,Normal,Colorless,48/99,Uncommon,2009-11-04,2009,0.34
Shelgon,1391,Arceus,89129,Reverse Holofoil,Colorless,48/99,Uncommon,2009-11-04,2009,1.56
Shinx,1391,Arceus,89177,Normal,Lightning,74/99,Common,2009-11-04,2009,0.29
Shinx,1391,Arceus,89177,Reverse Holofoil,Lightning,74/99,Common,2009-11-04,2009,5.15
Shinx Shiny,1391,Arceus,89178,Reverse Holofoil,Lightning,SH12,Shiny Holo Rare,2009-11-04,2009,91.34
Snorunt,1391,Arceus,89403,Normal,Water,75/99,Common,2009-11-04,2009,0.62
Spiritomb,1391,Arceus,89466,Normal,Darkness,32/99,Rare,2009-11-04,2009,5.18
Spiritomb,1391,Arceus,89466,Reverse Holofoil,Darkness,32/99,Rare,2009-11-04,2009,7.47
Swalot,1391,Arceus,89674,Holofoil,Psychic,9/99,Holo Rare,2009-11-04,2009,2.82
Swalot,1391,Arceus,89674,Reverse Holofoil,Psychic,9/99,Holo Rare,2009-11-04,2009,2.57
Tangela 76,1391,Arceus,89746,Normal,Grass,76/99,Common,2009-11-04,2009,0.3
Tangela 76,1391,Arceus,89746,Reverse Holofoil,Grass,76/99,Common,2009-11-04,2009,1.85
Tangela 77,1391,Arceus,89747,Normal,Grass,77/99,Common,2009-11-04,2009,0.33
Tangela 77,1391,Arceus,89747,Reverse Holofoil,Grass,77/99,Common,2009-11-04,2009,0.77
Tangrowth,1391,Arceus,89753,Holofoil,Grass,10/99,Holo Rare,2009-11-04,2009,1.98
Tangrowth,1391,Arceus,89753,Reverse Holofoil,Grass,10/99,Holo Rare,2009-11-04,2009,2.05
Tangrowth LvX,1391,Arceus,89757,Holofoil,Grass,99/99,Ultra Rare,2009-11-04,2009,23.42
Toxicroak,1391,Arceus,90009,Holofoil,Fighting,11/99,Holo Rare,2009-11-04,2009,2.62
Toxicroak,1391,Arceus,90009,Reverse Holofoil,Fighting,11/99,Holo Rare,2009-11-04,2009,5.87
Treecko 78,1391,Arceus,90041,Normal,Grass,78/99,Common,2009-11-04,2009,0.52
Treecko 78,1391,Arceus,90041,Reverse Holofoil,Grass,78/99,Common,2009-11-04,2009,4.78
Treecko 79,1391,Arceus,90042,Normal,Grass,79/99,Common,2009-11-04,2009,0.39
Treecko 79,1391,Arceus,90042,Reverse Holofoil,Grass,79/99,Common,2009-11-04,2009,6.83
Ultimate Zone,1391,Arceus,90133,Normal,Stadium,91/99,Uncommon,2009-11-04,2009,0.35
Ultimate Zone,1391,Arceus,90133,Reverse Holofoil,Stadium,91/99,Uncommon,2009-11-04,2009,2.03
Wingull 80,1391,Arceus,90610,Normal,Water,80/99,Common,2009-11-04,2009,0.22
Wingull 80,1391,Arceus,90610,Reverse Holofoil,Water,80/99,Common,2009-11-04,2009,0.9
Wingull 81,1391,Arceus,90611,Normal,Water,81/99,Common,2009-11-04,2009,0.21
Wingull 81,1391,Arceus,90611,Reverse Holofoil,Water,81/99,Common,2009-11-04,2009,1.52
Wormadam Plant Cloak,1391,Arceus,90641,Normal,Grass,49/99,Uncommon,2009-11-04,2009,0.22
Wormadam Plant Cloak,1391,Arceus,90641,Reverse Holofoil,Grass,49/99,Uncommon,2009-11-04,2009,0.94
Wormadam Sandy Cloak,1391,Arceus,90644,Normal,Fighting,50/99,Uncommon,2009-11-04,2009,0.28
Wormadam Sandy Cloak,1391,Arceus,90644,Reverse Holofoil,Fighting,50/99,Uncommon,2009-11-04,2009,0.84
Wormadam Trash Cloak,1391,Arceus,90646,Normal,Metal,51/99,Uncommon,2009-11-04,2009,0.37
Wormadam Trash Cloak,1391,Arceus,90646,Reverse Holofoil,Metal,51/99,Uncommon,2009-11-04,2009,1.07
Zapdos G,1391,Arceus,90726,Holofoil,Lightning,12/99,Holo Rare,2009-11-04,2009,10.8
Zapdos G,1391,Arceus,90726,Reverse Holofoil,Lightning,12/99,Holo Rare,2009-11-04,2009,10.42
Bastiodon,1433,Rumble,83737,Normal,Metal,14,Promo,2009-11-16,2009,39.68
Bibarel,1433,Rumble,83820,Normal,Colorless,16,Promo,2009-11-16,2009,28.95
Cherrim,1433,Rumble,84256,Normal,Grass,2,Promo,2009-11-16,2009,40.22
Diglett,1433,Rumble,84825,Normal,Fighting,11,Promo,2009-11-16,2009,39.49
Gyarados,1433,Rumble,85996,Normal,Water,6,Promo,2009-11-16,2009,129.11
Heatran,1433,Rumble,86051,Normal,Fire,4,Promo,2009-11-16,2009,47.88
Lucario,1433,Rumble,86879,Normal,Fighting,12,Promo,2009-11-16,2009,207.43
Mew,1433,Rumble,87404,Normal,Psychic,10,Promo,2009-11-16,2009,282.88
Mewtwo,1433,Rumble,87423,Holofoil,Psychic,9,Promo,2009-11-16,2009,64.24
Ninetales,1433,Rumble,87775,Normal,Fire,3,Promo,2009-11-16,2009,59.99
Pikachu,1433,Rumble,88096,Holofoil,Lightning,7,Promo,2009-11-16,2009,325.0
Rattata,1433,Rumble,88620,Normal,Colorless,15,Promo,2009-11-16,2009,40.32
Skuntank,1433,Rumble,89281,Normal,Darkness,13,Promo,2009-11-16,2009,39.09
Starmie,1433,Rumble,89537,Normal,Water,5,Promo,2009-11-16,2009,60.9
Venusaur,1433,Rumble,90320,Holofoil,Grass,1,Promo,2009-11-16,2009,138.19
Zapdos,1433,Rumble,90720,Normal,Lightning,8,Promo,2009-11-16,2009,109.49
